PID,audiofile_name,true_generation_method,generation_method,Rater1,Rater2,Rater3
P43,ASV_Audio/DF_E_3076189-FAKE.wav,computer,human,Prosody,Prosody,
P43,ASV_Audio/DF_E_2745864-FAKE.wav,computer,computer,Robotic,Robotic,
P43,ASV_Audio/DF_E_3179304-REAL.wav,human,computer,Prosody,Prosody,
P43,ASV_Audio/DF_E_3039555-REAL.wav,human,human,Prosody,Prosody,
P43,ASV_Audio/DF_E_3886222-FAKE.wav,computer,computer,Robotic,Robotic,
P43,ASV_Audio/DF_E_2584545-REAL.wav,human,human,Prosody,Speaking Style,
P45,ASV_Audio/DF_E_3947297-FAKE.wav,computer,human,Human-Like,Human-Like,
P45,ASV_Audio/DF_E_4503199-FAKE.wav,computer,human,Human-Like,Human-Like,
P45,ASV_Audio/DF_E_3174179-FAKE.wav,computer,human,Bad Response,Bad Response,
P45,ASV_Audio/DF_E_2122193-FAKE.wav,computer,computer,Robotic,Robotic,
P45,ASV_Audio/DF_E_4943879-REAL.wav,human,human,Bad Response,Human-Like,
P45,ASV_Audio/DF_E_2165034-REAL.wav,human,computer,Bad Response,Robotic,
P45,ASV_Audio/DF_E_4763870-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P45,ASV_Audio/DF_E_3334185-REAL.wav,human,computer,Bad Response,Robotic,
P45,ASV_Audio/DF_E_4404510-FAKE.wav,computer,human,Bad Response,Human-Like,
P45,ASV_Audio/DF_E_4673979-REAL.wav,human,computer,Robotic,Robotic,
P45,ASV_Audio/DF_E_3280406-FAKE.wav,computer,human,Bad Response,Human-Like,
P45,ASV_Audio/DF_E_3394995-REAL.wav,human,human,Human-Like,Human-Like,
P45,ASV_Audio/DF_E_3939710-FAKE.wav,computer,human,Bad Response,Bad Response,
P45,ASV_Audio/DF_E_2284776-FAKE.wav,computer,computer,Robotic,Robotic,
P45,ASV_Audio/DF_E_4494039-FAKE.wav,computer,human,Human-Like,Human-Like,
P45,ASV_Audio/DF_E_2280691-REAL.wav,human,human,Bad Response,Human-Like,
P45,ASV_Audio/DF_E_3731744-FAKE.wav,computer,human,Prosody,Prosody,
P45,ASV_Audio/DF_E_2917402-REAL.wav,human,human,Human-Like,Human-Like,
P45,ASV_Audio/DF_E_3090974-FAKE.wav,computer,human,Bad Response,Human-Like,
P45,ASV_Audio/DF_E_4185675-FAKE.wav,computer,human,Bad Response,Bad Response,
P49,ASV_Audio/DF_E_4046293-FAKE.wav,computer,human,Human-Like,Human-Like,
P49,ASV_Audio/DF_E_2224564-REAL.wav,human,human,Human-Like,Human-Like,
P49,ASV_Audio/DF_E_4290893-REAL.wav,human,human,Prosody,Prosody,
P49,ASV_Audio/DF_E_4177210-REAL.wav,human,human,Quality,Quality,
P49,ASV_Audio/DF_E_2403743-REAL.wav,human,human,Human-Like,Human-Like,
P49,ASV_Audio/DF_E_2767441-FAKE.wav,computer,human,Human-Like,Human-Like,
P49,ASV_Audio/DF_E_4518145-REAL.wav,human,computer,Robotic,Robotic,
P49,ASV_Audio/DF_E_2137533-REAL.wav,human,computer,Robotic,Robotic,
P49,ASV_Audio/DF_E_2175979-REAL.wav,human,computer,Prosody,Robotic,
P49,ASV_Audio/DF_E_3751266-REAL.wav,human,human,Speaking Style,Speaking Style,
P49,ASV_Audio/DF_E_2652871-FAKE.wav,computer,computer,Robotic,Robotic,
P49,ASV_Audio/DF_E_4246632-FAKE.wav,computer,human,No Reason,No Reason,
P49,ASV_Audio/DF_E_4299594-FAKE.wav,computer,computer,Quality,Quality,
P49,ASV_Audio/DF_E_3931762-FAKE.wav,computer,computer,Bad Response,Quality,
P49,ASV_Audio/DF_E_4885242-FAKE.wav,computer,computer,Robotic,Robotic,
P49,ASV_Audio/DF_E_2304454-FAKE.wav,computer,computer,Speed,Speed,
P49,ASV_Audio/DF_E_2264642-REAL.wav,human,human,Prosody,Prosody,
P49,ASV_Audio/DF_E_4494964-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P49,ASV_Audio/DF_E_2480800-FAKE.wav,computer,computer,No Reason,Human-Like,
P49,ASV_Audio/DF_E_4146064-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_4848291-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_2631863-FAKE.wav,computer,computer,Robotic,Robotic,
P56,ASV_Audio/DF_E_2750213-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_4770989-FAKE.wav,computer,computer,Speed,Disfluency,
P56,ASV_Audio/DF_E_4720475-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_3323227-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_3413316-REAL.wav,human,computer,Prosody,Robotic,
P56,ASV_Audio/DF_E_2801736-REAL.wav,human,human,Human-Like,Human-Like,
P56,ASV_Audio/DF_E_4250338-REAL.wav,human,human,Prosody,Prosody,
P56,ASV_Audio/DF_E_2074863-FAKE.wav,computer,computer,Robotic,Robotic,
P56,ASV_Audio/DF_E_3998723-FAKE.wav,computer,computer,Robotic,Robotic,
P56,ASV_Audio/DF_E_3415785-FAKE.wav,computer,computer,Quality,Robotic,
P56,ASV_Audio/DF_E_4316208-REAL.wav,human,human,Speaking Style,Speaking Style,
P56,ASV_Audio/DF_E_2811983-FAKE.wav,computer,computer,Prosody,Robotic,
P56,ASV_Audio/DF_E_2665384-FAKE.wav,computer,computer,Prosody,Robotic,
P56,ASV_Audio/DF_E_2866423-REAL.wav,human,human,Prosody,Prosody,
P56,ASV_Audio/DF_E_3560518-REAL.wav,human,human,Prosody,Prosody,
P56,ASV_Audio/DF_E_4150328-FAKE.wav,computer,computer,Robotic,Robotic,
P56,ASV_Audio/DF_E_3385073-REAL.wav,human,computer,Prosody,Robotic,
P56,ASV_Audio/DF_E_2783504-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P61,ASV_Audio/DF_E_3110998-REAL.wav,human,human,Human-Like,Human-Like,
P61,ASV_Audio/DF_E_3817844-REAL.wav,human,computer,Speaking Style,Speaking Style,
P61,ASV_Audio/DF_E_4843271-FAKE.wav,computer,computer,Speaking Style,Quality,
P61,ASV_Audio/DF_E_3064218-REAL.wav,human,human,Liveliness,Liveliness,
P61,ASV_Audio/DF_E_2909227-REAL.wav,human,human,Bad Response,Bad Response,
P61,ASV_Audio/DF_E_4602811-REAL.wav,human,human,Bad Response,Bad Response,
P61,ASV_Audio/DF_E_2393801-FAKE.wav,computer,human,Prosody,Liveliness,
P61,ASV_Audio/DF_E_2911376-REAL.wav,human,human,No Reason,No Reason,
P61,ASV_Audio/DF_E_4255994-REAL.wav,human,human,Human-Like,Human-Like,
P61,ASV_Audio/DF_E_3070581-FAKE.wav,computer,human,Human-Like,Human-Like,
P61,ASV_Audio/DF_E_4505511-REAL.wav,human,human,Bad Response,Liveliness,
P61,ASV_Audio/DF_E_3852445-REAL.wav,human,computer,Robotic,Robotic,
P61,ASV_Audio/DF_E_3046031-REAL.wav,human,human,Bad Response,Bad Response,
P61,ASV_Audio/DF_E_3057739-FAKE.wav,computer,computer,Liveliness,Robotic,
P61,ASV_Audio/DF_E_4804948-REAL.wav,human,human,Prosody,No Reason,
P61,ASV_Audio/DF_E_4162030-FAKE.wav,computer,computer,No Reason,No Reason,
P61,ASV_Audio/DF_E_3268491-REAL.wav,human,human,Bad Response,Liveliness,
P61,ASV_Audio/DF_E_3590617-FAKE.wav,computer,computer,No Reason,No Reason,
P61,ASV_Audio/DF_E_2592233-REAL.wav,human,human,Bad Response,Bad Response,
P61,ASV_Audio/DF_E_4499281-REAL.wav,human,computer,Liveliness,Robotic,
P62,ASV_Audio/DF_E_2863810-FAKE.wav,computer,human,Speaking Style,Quality,
P62,ASV_Audio/DF_E_2949476-FAKE.wav,computer,computer,Robotic,Robotic,
P62,ASV_Audio/DF_E_3395557-REAL.wav,human,computer,Robotic,Robotic,
P62,ASV_Audio/DF_E_4127844-REAL.wav,human,human,Prosody,Prosody,
P62,ASV_Audio/DF_E_4007072-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_4821361-FAKE.wav,computer,human,Prosody,Prosody,
P62,ASV_Audio/DF_E_3994507-FAKE.wav,computer,computer,Robotic,Robotic,
P62,ASV_Audio/DF_E_2961233-REAL.wav,human,human,Prosody,Prosody,
P62,ASV_Audio/DF_E_3741077-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_4565580-FAKE.wav,computer,computer,Robotic,Robotic,
P62,ASV_Audio/DF_E_2288203-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_2452533-FAKE.wav,computer,computer,Speaking Style,Robotic,
P62,ASV_Audio/DF_E_4543206-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_2367881-FAKE.wav,computer,computer,No Reason,Quality,
P62,ASV_Audio/DF_E_2842856-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_3813009-REAL.wav,human,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_4894700-REAL.wav,human,human,Speaking Style,Speaking Style,
P62,ASV_Audio/DF_E_4167181-FAKE.wav,computer,human,Human-Like,Human-Like,
P62,ASV_Audio/DF_E_3244100-REAL.wav,human,computer,Robotic,Robotic,
P62,ASV_Audio/DF_E_4853179-REAL.wav,human,human,Human-Like,Human-Like,
P67,ASV_Audio/DF_E_4733377-REAL.wav,human,human,Prosody,Human-Like,
P67,ASV_Audio/DF_E_3611791-REAL.wav,human,computer,Speaking Style,Prosody,
P67,ASV_Audio/DF_E_4737937-REAL.wav,human,human,Liveliness,Liveliness,
P67,ASV_Audio/DF_E_4338643-FAKE.wav,computer,computer,Robotic,Robotic,
P67,ASV_Audio/DF_E_3806157-FAKE.wav,computer,computer,Prosody,Prosody,
P67,ASV_Audio/DF_E_3623681-REAL.wav,human,human,Liveliness,Liveliness,
P67,ASV_Audio/DF_E_2192460-REAL.wav,human,human,Speaking Style,Speaking Style,
P67,ASV_Audio/DF_E_3122681-FAKE.wav,computer,human,Quality,Quality,
P67,ASV_Audio/DF_E_3040158-REAL.wav,human,human,Speaking Style,Speaking Style,
P67,ASV_Audio/DF_E_3191054-FAKE.wav,computer,computer,Prosody,Prosody,
P67,ASV_Audio/DF_E_2288747-REAL.wav,human,human,No Reason,No Reason,
P67,ASV_Audio/DF_E_2943522-FAKE.wav,computer,computer,Quality,Quality,
P67,ASV_Audio/DF_E_2515085-REAL.wav,human,human,Liveliness,Liveliness,
P67,ASV_Audio/DF_E_3002895-FAKE.wav,computer,computer,Robotic,Robotic,
P67,ASV_Audio/DF_E_4296045-FAKE.wav,computer,computer,Robotic,Robotic,
P67,ASV_Audio/DF_E_4671858-REAL.wav,human,human,Liveliness,Liveliness,
P67,ASV_Audio/DF_E_4446828-REAL.wav,human,human,Speaking Style,Speaking Style,
P67,ASV_Audio/DF_E_2164290-REAL.wav,human,computer,Human-Like,Human-Like,
P67,ASV_Audio/DF_E_4728142-REAL.wav,human,human,Liveliness,Liveliness,
P67,ASV_Audio/DF_E_3155331-REAL.wav,human,human,Human-Like,Human-Like,
P69,ASV_Audio/DF_E_3994570-REAL.wav,human,human,Prosody,Prosody,
P69,ASV_Audio/DF_E_4479655-FAKE.wav,computer,human,Prosody,Prosody,
P69,ASV_Audio/DF_E_3368376-REAL.wav,human,human,Prosody,Human-Like,
P69,ASV_Audio/DF_E_4427817-FAKE.wav,computer,computer,Robotic,Robotic,
P69,ASV_Audio/DF_E_2721536-REAL.wav,human,human,Human-Like,Human-Like,
P69,ASV_Audio/DF_E_3169464-REAL.wav,human,human,Liveliness,Liveliness,
P69,ASV_Audio/DF_E_2954060-REAL.wav,human,human,Liveliness,Liveliness,
P69,ASV_Audio/DF_E_3887533-FAKE.wav,computer,computer,Quality,Quality,
P69,ASV_Audio/DF_E_2378028-REAL.wav,human,human,Liveliness,Liveliness,
P69,ASV_Audio/DF_E_4698881-REAL.wav,human,human,No Reason,Human-Like,
P69,ASV_Audio/DF_E_2058771-FAKE.wav,computer,computer,Robotic,Robotic,
P69,ASV_Audio/DF_E_4475824-FAKE.wav,computer,human,Prosody,Prosody,
P69,ASV_Audio/DF_E_3797229-REAL.wav,human,human,Human-Like,Human-Like,
P69,ASV_Audio/DF_E_3654894-REAL.wav,human,human,Speaking Style,Speaking Style,
P69,ASV_Audio/DF_E_2722224-FAKE.wav,computer,computer,Prosody,Robotic,
P69,ASV_Audio/DF_E_4320844-REAL.wav,human,human,Human-Like,Human-Like,
P69,ASV_Audio/DF_E_4470057-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P69,ASV_Audio/DF_E_2232651-REAL.wav,human,human,Human-Like,Human-Like,
P69,ASV_Audio/DF_E_4087225-FAKE.wav,computer,human,Liveliness,Liveliness,
P69,ASV_Audio/DF_E_2959734-FAKE.wav,computer,computer,Quality,Robotic,
P72,ASV_Audio/DF_E_3347218-REAL.wav,human,human,No Reason,Bad Response,
P72,ASV_Audio/DF_E_3379987-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P72,ASV_Audio/DF_E_4135758-FAKE.wav,computer,human,Speaking Style,Human-Like,
P72,ASV_Audio/DF_E_3336090-REAL.wav,human,computer,Speed,Speed,
P72,ASV_Audio/DF_E_3958020-REAL.wav,human,human,No Reason,No Reason,
P72,ASV_Audio/DF_E_4745997-FAKE.wav,computer,computer,Robotic,Robotic,
P72,ASV_Audio/DF_E_4554742-FAKE.wav,computer,human,Human-Like,Human-Like,
P72,ASV_Audio/DF_E_4964822-FAKE.wav,computer,human,Liveliness,Liveliness,
P72,ASV_Audio/DF_E_2857976-REAL.wav,human,computer,Quality,Quality,
P72,ASV_Audio/DF_E_4326639-REAL.wav,human,human,Speaking Style,Speaking Style,
P72,ASV_Audio/DF_E_3290327-REAL.wav,human,computer,Prosody,Robotic,
P72,ASV_Audio/DF_E_3719636-FAKE.wav,computer,computer,Robotic,Robotic,
P72,ASV_Audio/DF_E_2946500-FAKE.wav,computer,human,No Reason,No Reason,
P72,ASV_Audio/DF_E_3483608-REAL.wav,human,human,Speaking Style,Speaking Style,
P72,ASV_Audio/DF_E_3753783-FAKE.wav,computer,computer,Robotic,Robotic,
P72,ASV_Audio/DF_E_2865815-REAL.wav,human,human,No Reason,No Reason,
P72,ASV_Audio/DF_E_3866510-REAL.wav,human,human,No Reason,No Reason,
P72,ASV_Audio/DF_E_4047305-FAKE.wav,computer,human,Prosody,Robotic,
P72,ASV_Audio/DF_E_3603316-REAL.wav,human,human,No Reason,No Reason,
P72,ASV_Audio/DF_E_2743289-FAKE.wav,computer,human,No Reason,No Reason,
P74,ASV_Audio/DF_E_3878445-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P74,ASV_Audio/DF_E_2909850-FAKE.wav,computer,computer,Speed,Speed,
P74,ASV_Audio/DF_E_2897108-FAKE.wav,computer,human,Human-Like,Human-Like,
P74,ASV_Audio/DF_E_3408566-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_3786173-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_3710032-REAL.wav,human,human,Human-Like,Human-Like,
P74,ASV_Audio/DF_E_2704410-FAKE.wav,computer,human,No Reason,Human-Like,
P74,ASV_Audio/DF_E_2545126-FAKE.wav,computer,computer,No Reason,Robotic,
P74,ASV_Audio/DF_E_3352306-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_3162509-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_2249504-FAKE.wav,computer,human,Speed,Speed,
P74,ASV_Audio/DF_E_4604668-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_3960191-FAKE.wav,computer,human,Human-Like,Human-Like,Human-Like
P74,ASV_Audio/DF_E_2721137-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_4389811-REAL.wav,human,human,Human-Like,Human-Like,
P74,ASV_Audio/DF_E_2321173-REAL.wav,human,human,Human-Like,Human-Like,
P74,ASV_Audio/DF_E_4548754-FAKE.wav,computer,human,Human-Like,Human-Like,
P74,ASV_Audio/DF_E_4843685-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_4145206-FAKE.wav,computer,computer,Robotic,Robotic,
P74,ASV_Audio/DF_E_3060803-FAKE.wav,computer,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_4012358-FAKE.wav,computer,computer,Prosody,Robotic,
P76,ASV_Audio/DF_E_2086594-FAKE.wav,computer,computer,Quality,Quality,
P76,ASV_Audio/DF_E_4396622-REAL.wav,human,human,Prosody,Speaking Style,
P76,ASV_Audio/DF_E_4982618-FAKE.wav,computer,human,Prosody,Prosody,
P76,ASV_Audio/DF_E_4493680-FAKE.wav,computer,computer,Robotic,Robotic,
P76,ASV_Audio/DF_E_2954104-FAKE.wav,computer,computer,Robotic,Robotic,
P76,ASV_Audio/DF_E_3562355-REAL.wav,human,human,Prosody,Robotic,
P76,ASV_Audio/DF_E_2664699-FAKE.wav,computer,computer,Prosody,Robotic,
P76,ASV_Audio/DF_E_2332842-FAKE.wav,computer,computer,Robotic,Robotic,
P76,ASV_Audio/DF_E_4339382-REAL.wav,human,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_3245138-REAL.wav,human,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_2863581-FAKE.wav,computer,computer,Prosody,Quality,
P76,ASV_Audio/DF_E_3165109-FAKE.wav,computer,computer,Prosody,Robotic,
P76,ASV_Audio/DF_E_3608497-REAL.wav,human,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_3914371-FAKE.wav,computer,computer,Prosody,Robotic,
P76,ASV_Audio/DF_E_3719476-REAL.wav,human,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_3155090-FAKE.wav,computer,human,Prosody,Prosody,
P76,ASV_Audio/DF_E_3005020-REAL.wav,human,human,Prosody,Prosody,
P76,ASV_Audio/DF_E_3781450-REAL.wav,human,human,Human-Like,Human-Like,
P76,ASV_Audio/DF_E_3043081-REAL.wav,human,human,Bad Response,Bad Response,
P77,ASV_Audio/DF_E_4698152-FAKE.wav,computer,computer,Robotic,Robotic,
P77,ASV_Audio/DF_E_3225862-FAKE.wav,computer,computer,Prosody,Prosody,Prosody
P77,ASV_Audio/DF_E_2851347-FAKE.wav,computer,computer,Prosody,Robotic,
P77,ASV_Audio/DF_E_4089379-FAKE.wav,computer,human,Speaking Style,Human-Like,
P77,ASV_Audio/DF_E_4150337-FAKE.wav,computer,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_4357347-REAL.wav,human,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_4782664-REAL.wav,human,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_4092818-REAL.wav,human,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_3103096-REAL.wav,human,human,Prosody,Liveliness,
P77,ASV_Audio/DF_E_3337532-REAL.wav,human,computer,Prosody,Human-Like,
P77,ASV_Audio/DF_E_4289386-REAL.wav,human,human,Speaking Style,Speaking Style,
P77,ASV_Audio/DF_E_4479861-REAL.wav,human,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_3507050-FAKE.wav,computer,computer,Prosody,Prosody,Prosody
P77,ASV_Audio/DF_E_2964562-FAKE.wav,computer,computer,Speed,Robotic,
P77,ASV_Audio/DF_E_2953760-FAKE.wav,computer,human,No Reason,Robotic,
P77,ASV_Audio/DF_E_4095359-FAKE.wav,computer,human,Human-Like,Human-Like,
P77,ASV_Audio/DF_E_4664960-FAKE.wav,computer,computer,No Reason,No Reason,
P77,ASV_Audio/DF_E_4297091-FAKE.wav,computer,human,Prosody,Prosody,
P77,ASV_Audio/DF_E_4628925-REAL.wav,human,human,Liveliness,Liveliness,
P77,ASV_Audio/DF_E_2797146-REAL.wav,human,human,Liveliness,Human-Like,
P81,ASV_Audio/DF_E_3220191-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_2759628-FAKE.wav,computer,computer,Prosody,Robotic,
P81,ASV_Audio/DF_E_3292103-FAKE.wav,computer,computer,Quality,Quality,
P81,ASV_Audio/DF_E_2682101-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_2626713-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4824329-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4121356-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4580851-FAKE.wav,computer,computer,Prosody,Robotic,
P81,ASV_Audio/DF_E_3001507-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4487494-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_2380994-REAL.wav,human,human,Human-Like,Human-Like,
P81,ASV_Audio/DF_E_3131461-FAKE.wav,computer,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4381296-REAL.wav,human,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_4028208-REAL.wav,human,human,Speaking Style,Speaking Style,
P81,ASV_Audio/DF_E_3904747-REAL.wav,human,human,Prosody,Prosody,
P81,ASV_Audio/DF_E_3312085-FAKE.wav,computer,human,Robotic,Robotic,
P81,ASV_Audio/DF_E_3071663-REAL.wav,human,computer,Robotic,Robotic,
P81,ASV_Audio/DF_E_3867370-REAL.wav,human,human,Prosody,Human-Like,
P81,ASV_Audio/DF_E_4719633-REAL.wav,human,human,No Reason,Human-Like,
P81,ASV_Audio/DF_E_3158545-FAKE.wav,computer,computer,Quality,Robotic,
P84,ASV_Audio/DF_E_3969808-FAKE.wav,computer,computer,Robotic,Robotic,
P84,ASV_Audio/DF_E_4726915-REAL.wav,human,human,Speaking Style,Liveliness,
P84,ASV_Audio/DF_E_3422690-FAKE.wav,computer,computer,Robotic,Robotic,
P84,ASV_Audio/DF_E_2921182-FAKE.wav,computer,computer,Robotic,Robotic,Robotic
P84,ASV_Audio/DF_E_3715384-FAKE.wav,computer,computer,Speaking Style,Human-Like,
P84,ASV_Audio/DF_E_3092658-FAKE.wav,computer,human,Human-Like,Human-Like,
P84,ASV_Audio/DF_E_2626176-FAKE.wav,computer,computer,Quality,Robotic,
P84,ASV_Audio/DF_E_4398279-FAKE.wav,computer,computer,No Reason,Robotic,
P84,ASV_Audio/DF_E_3944729-FAKE.wav,computer,computer,Quality,Quality,Quality
P84,ASV_Audio/DF_E_2150360-FAKE.wav,computer,computer,Robotic,Robotic,
P84,ASV_Audio/DF_E_2665834-FAKE.wav,computer,computer,Human-Like,Human-Like,Human-Like
P84,ASV_Audio/DF_E_4878334-FAKE.wav,computer,human,Human-Like,Human-Like,
P84,ASV_Audio/DF_E_3189209-FAKE.wav,computer,human,Liveliness,Liveliness,
P84,ASV_Audio/DF_E_2571835-FAKE.wav,computer,human,Quality,Quality,
P84,ASV_Audio/DF_E_2998461-FAKE.wav,computer,human,Human-Like,Human-Like,Human-Like
P84,ASV_Audio/DF_E_2869316-REAL.wav,human,computer,Speaking Style,Robotic,
P84,ASV_Audio/DF_E_4872926-FAKE.wav,computer,computer,Quality,No Reason,
P84,ASV_Audio/DF_E_4311983-FAKE.wav,computer,human,Disfluency,Disfluency,
P84,ASV_Audio/DF_E_3696339-REAL.wav,human,computer,Quality,Robotic,
P84,ASV_Audio/DF_E_2891587-FAKE.wav,computer,computer,Quality,No Reason,
P85,ASV_Audio/DF_E_4013806-FAKE.wav,computer,human,Prosody,Prosody,
P85,ASV_Audio/DF_E_3713946-FAKE.wav,computer,computer,Robotic,Robotic,
P85,ASV_Audio/DF_E_2295622-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P85,ASV_Audio/DF_E_3856533-REAL.wav,human,human,Prosody,Speaking Style,
P85,ASV_Audio/DF_E_3365653-REAL.wav,human,human,Human-Like,Human-Like,
P85,ASV_Audio/DF_E_2500935-REAL.wav,human,human,Liveliness,Liveliness,
P85,ASV_Audio/DF_E_2779865-REAL.wav,human,computer,Prosody,Robotic,
P85,ASV_Audio/DF_E_4241745-FAKE.wav,computer,computer,No Reason,No Reason,
P85,ASV_Audio/DF_E_3966312-FAKE.wav,computer,human,Quality,Human-Like,
P85,ASV_Audio/DF_E_3274319-REAL.wav,human,computer,Speaking Style,Speaking Style,
P85,ASV_Audio/DF_E_2868708-FAKE.wav,computer,computer,Bad Response,No Reason,
P85,ASV_Audio/DF_E_2891329-REAL.wav,human,human,Liveliness,Liveliness,
P85,ASV_Audio/DF_E_3178066-FAKE.wav,computer,computer,No Reason,No Reason,
P85,ASV_Audio/DF_E_2650328-FAKE.wav,computer,computer,Prosody,Robotic,
P85,ASV_Audio/DF_E_3702857-REAL.wav,human,human,Speaking Style,Prosody,
P85,ASV_Audio/DF_E_3351233-FAKE.wav,computer,computer,Prosody,No Reason,
P85,ASV_Audio/DF_E_2683527-REAL.wav,human,computer,Prosody,Speaking Style,
P85,ASV_Audio/DF_E_4698444-REAL.wav,human,human,Liveliness,Liveliness,
P85,ASV_Audio/DF_E_3184470-FAKE.wav,computer,human,Prosody,Liveliness,
P85,ASV_Audio/DF_E_3373057-REAL.wav,human,computer,Speaking Style,Robotic,
P88,ASV_Audio/DF_E_3931385-FAKE.wav,computer,computer,Speaking Style,Robotic,
P88,ASV_Audio/DF_E_2307329-REAL.wav,human,human,Prosody,Prosody,
P88,ASV_Audio/DF_E_3106032-REAL.wav,human,human,Disfluency,Disfluency,
P88,ASV_Audio/DF_E_2075177-REAL.wav,human,computer,Robotic,Robotic,
P88,ASV_Audio/DF_E_2334490-FAKE.wav,computer,computer,Prosody,Robotic,
P88,ASV_Audio/DF_E_2156303-FAKE.wav,computer,human,Prosody,Prosody,
P88,ASV_Audio/DF_E_2456556-REAL.wav,human,human,Prosody,Prosody,
P88,ASV_Audio/DF_E_3013315-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P88,ASV_Audio/DF_E_4599787-FAKE.wav,computer,computer,Prosody,Robotic,
P88,ASV_Audio/DF_E_3081488-REAL.wav,human,human,Human-Like,Human-Like,
P88,ASV_Audio/DF_E_2317749-REAL.wav,human,human,Human-Like,Human-Like,
P88,ASV_Audio/DF_E_4861885-FAKE.wav,computer,human,Prosody,Prosody,
P88,ASV_Audio/DF_E_2347003-REAL.wav,human,human,Speaking Style,Speaking Style,
P88,ASV_Audio/DF_E_3885494-FAKE.wav,computer,computer,Speed,Speed,
P88,ASV_Audio/DF_E_4173417-FAKE.wav,computer,human,Human-Like,Human-Like,
P88,ASV_Audio/DF_E_3496433-FAKE.wav,computer,computer,Prosody,Robotic,
P88,ASV_Audio/DF_E_2195740-REAL.wav,human,human,Prosody,Prosody,
P88,ASV_Audio/DF_E_3324595-FAKE.wav,computer,computer,No Reason,No Reason,
P88,ASV_Audio/DF_E_2819484-REAL.wav,human,human,Human-Like,Human-Like,
